time,pitch,p,i,d
8.656,-0.34,0.35,1.41,0.80
8.660,-0.36,0.37,1.41,0.86
8.664,-0.38,0.39,1.41,0.95
8.668,-0.39,0.40,1.41,0.87
8.672,-0.42,0.43,1.42,1.00
8.676,-0.44,0.45,1.42,1.06
8.680,-0.46,0.47,1.42,1.00
8.684,-0.48,0.49,1.42,1.05
8.688,-0.50,0.51,1.42,1.13
8.692,-0.53,0.54,1.43,1.17
8.696,-0.55,0.56,1.43,1.11
8.700,-0.56,0.57,1.43,0.95
8.704,-0.58,0.59,1.43,0.86
8.708,-0.60,0.61,1.44,0.81
8.712,-0.61,0.62,1.44,0.70
8.716,-0.63,0.64,1.44,0.71
8.720,-0.64,0.65,1.44,0.68
8.724,-0.65,0.66,1.45,0.62
8.728,-0.66,0.67,1.45,0.44
8.732,-0.66,0.67,1.45,0.23
8.736,-0.66,0.67,1.45,0.17
8.740,-0.67,0.68,1.46,0.16
8.744,-0.67,0.68,1.46,0.12
8.748,-0.67,0.68,1.46,0.06
8.752,-0.67,0.68,1.46,-0.01
8.756,-0.66,0.67,1.47,-0.15
8.760,-0.66,0.67,1.47,-0.26
8.764,-0.65,0.66,1.47,-0.27
8.768,-0.64,0.65,1.48,-0.25
8.772,-0.64,0.65,1.48,-0.27
8.776,-0.63,0.64,1.48,-0.30
8.780,-0.63,0.64,1.48,-0.32
8.784,-0.61,0.62,1.49,-0.43
8.788,-0.61,0.62,1.49,-0.50
8.792,-0.60,0.61,1.49,-0.44
8.796,-0.59,0.60,1.49,-0.40
8.800,-0.58,0.59,1.50,-0.43
8.804,-0.57,0.58,1.50,-0.53
8.808,-0.55,0.56,1.50,-0.72
8.812,-0.54,0.55,1.50,-0.74
8.816,-0.52,0.53,1.50,-0.65
8.820,-0.51,0.52,1.51,-0.56
8.824,-0.50,0.51,1.51,-0.45
8.828,-0.49,0.50,1.51,-0.47
8.832,-0.48,0.49,1.51,-0.51
8.836,-0.46,0.47,1.51,-0.79
8.840,-0.44,0.45,1.52,-0.95
8.844,-0.42,0.43,1.52,-1.00
8.848,-0.40,0.41,1.52,-1.09
8.852,-0.38,0.39,1.52,-1.06
8.856,-0.36,0.37,1.52,-1.08
8.860,-0.33,0.34,1.52,-1.08
8.864,-0.32,0.33,1.53,-0.96
8.868,-0.30,0.31,1.53,-0.93
8.872,-0.28,0.29,1.53,-0.90
8.876,-0.26,0.27,1.53,-0.93
8.880,-0.24,0.25,1.53,-1.13
8.884,-0.21,0.22,1.53,-1.13
8.888,-0.19,0.20,1.53,-1.25
8.892,-0.16,0.17,1.53,-1.22
8.896,-0.14,0.15,1.53,-1.15
8.900,-0.12,0.13,1.53,-1.14
8.904,-0.10,0.11,1.53,-1.04
8.908,-0.07,0.08,1.53,-1.12
8.912,-0.05,0.06,1.53,-1.12
8.916,-0.03,0.04,1.54,-1.05
8.920,0.00,0.01,1.54,-1.16
8.924,0.00,0.00,1.54,-0.95
8.928,0.00,0.00,1.54,-0.65
8.932,0.02,-0.01,1.54,-0.76
8.936,0.03,-0.02,1.53,-0.68
8.940,0.05,-0.04,1.53,-0.70
8.944,0.07,-0.06,1.53,-0.85
8.948,0.09,-0.08,1.53,-0.97
8.952,0.09,-0.08,1.53,-0.68
8.956,0.10,-0.09,1.53,-0.33
8.960,0.10,-0.09,1.53,-0.16
8.964,0.10,-0.09,1.53,0.05
8.968,0.09,-0.08,1.53,0.17
8.972,0.10,-0.09,1.53,0.11
8.976,0.09,-0.08,1.53,0.07
8.980,0.09,-0.08,1.53,0.08
8.984,0.09,-0.08,1.53,0.10
8.988,0.08,-0.07,1.53,0.33
8.992,0.07,-0.06,1.53,0.35
8.996,0.06,-0.05,1.53,0.47
9.000,0.05,-0.04,1.53,0.57
9.004,0.03,-0.02,1.53,0.68
9.008,0.02,-0.01,1.53,0.79
9.012,0.00,0.00,1.53,0.78
9.016,0.00,0.00,1.53,0.78
9.020,-0.01,0.02,1.53,0.78
9.024,-0.02,0.03,1.53,0.68
9.028,-0.04,0.05,1.53,0.68
9.032,-0.05,0.06,1.53,0.77
9.036,-0.07,0.08,1.53,0.82
9.040,-0.09,0.10,1.53,0.88
9.044,-0.10,0.11,1.53,0.76
9.048,-0.12,0.13,1.53,0.73
9.052,-0.12,0.13,1.53,0.56
9.056,-0.13,0.14,1.53,0.43
9.060,-0.14,0.15,1.53,0.45
9.064,-0.15,0.16,1.53,0.45
9.068,-0.17,0.18,1.53,0.55
9.072,-0.18,0.19,1.54,0.62
9.076,-0.19,0.20,1.54,0.55
9.080,-0.20,0.21,1.54,0.45
9.084,-0.20,0.21,1.54,0.32
9.088,-0.21,0.22,1.54,0.26
9.092,-0.21,0.22,1.54,0.30
9.096,-0.22,0.23,1.54,0.30
9.100,-0.22,0.23,1.54,0.28
9.104,-0.23,0.24,1.54,0.19
9.108,-0.23,0.24,1.54,0.15
9.112,-0.23,0.24,1.54,0.09
9.116,-0.23,0.24,1.55,0.01
9.120,-0.23,0.24,1.55,0.05
9.124,-0.23,0.24,1.55,0.03
9.128,-0.23,0.24,1.55,0.03
9.132,-0.23,0.24,1.55,0.00
9.136,-0.22,0.23,1.55,-0.27
9.140,-0.22,0.23,1.55,-0.39
9.144,-0.20,0.21,1.55,-0.43
9.148,-0.20,0.21,1.55,-0.42
9.152,-0.19,0.20,1.55,-0.39
9.156,-0.19,0.20,1.55,-0.25
9.160,-0.18,0.19,1.56,-0.22
9.164,-0.17,0.18,1.56,-0.37
9.168,-0.16,0.17,1.56,-0.47
9.172,-0.15,0.16,1.56,-0.63
9.176,-0.13,0.14,1.56,-0.77
9.180,-0.11,0.12,1.56,-0.79
9.184,-0.10,0.11,1.56,-0.79
9.188,-0.09,0.10,1.56,-0.65
9.192,-0.07,0.08,1.56,-0.69
9.196,-0.05,0.06,1.56,-0.89
9.200,-0.04,0.05,1.56,-0.65
9.204,-0.03,0.04,1.56,-0.48
9.208,-0.03,0.04,1.56,-0.36
9.212,-0.02,0.03,1.56,-0.29
9.216,-0.01,0.02,1.56,-0.31
9.220,-0.01,0.02,1.56,-0.31
9.224,0.00,0.00,1.56,-0.50
9.228,0.00,0.00,1.56,-0.57
9.232,0.01,0.00,1.56,-0.54
9.236,0.03,-0.02,1.56,-0.68
9.240,0.03,-0.02,1.56,-0.48
9.244,0.04,-0.03,1.56,-0.29
9.248,0.06,-0.05,1.56,-0.67
9.252,0.06,-0.05,1.56,-0.66
9.256,0.07,-0.06,1.56,-0.46
9.260,0.09,-0.08,1.56,-0.60
9.264,0.11,-0.10,1.56,-0.85
9.268,0.11,-0.10,1.56,-0.60
9.272,0.13,-0.12,1.56,-0.49
9.276,0.13,-0.12,1.56,-0.47
9.280,0.15,-0.14,1.56,-0.56
9.284,0.16,-0.15,1.56,-0.65
9.288,0.17,-0.16,1.56,-0.31
9.292,0.18,-0.17,1.55,-0.60
9.296,0.20,-0.19,1.55,-0.97
9.300,0.21,-0.20,1.55,-0.61
9.304,0.22,-0.21,1.55,-0.29
9.308,0.24,-0.23,1.55,-0.70
9.312,0.24,-0.23,1.55,-0.48
9.316,0.24,-0.23,1.55,-0.03
9.320,0.25,-0.24,1.55,-0.21
9.324,0.25,-0.24,1.55,-0.35
9.328,0.26,-0.25,1.55,-0.26
9.332,0.26,-0.25,1.55,-0.26
9.336,0.27,-0.26,1.54,-0.39
9.340,0.29,-0.28,1.54,-0.68
9.344,0.30,-0.29,1.54,-0.60
9.348,0.31,-0.30,1.54,-0.40
9.352,0.32,-0.31,1.54,-0.49
9.356,0.33,-0.32,1.54,-0.48
9.360,0.34,-0.33,1.54,-0.46
9.364,0.34,-0.33,1.54,-0.26
9.368,0.35,-0.34,1.53,-0.33
9.372,0.35,-0.34,1.53,-0.32
9.376,0.36,-0.35,1.53,-0.13
9.380,0.36,-0.35,1.53,-0.12
9.384,0.36,-0.35,1.53,-0.03
9.388,0.36,-0.35,1.53,0.00
9.392,0.36,-0.35,1.52,0.00
9.396,0.35,-0.34,1.52,0.24
9.400,0.34,-0.33,1.52,0.49
9.404,0.32,-0.31,1.52,0.80
9.408,0.29,-0.28,1.52,1.19
9.412,0.26,-0.25,1.52,1.29
9.416,0.24,-0.23,1.52,1.27
9.420,0.23,-0.22,1.52,0.89
9.424,0.21,-0.20,1.52,0.69
9.428,0.20,-0.19,1.52,0.81
9.432,0.17,-0.16,1.51,0.95
9.436,0.15,-0.14,1.51,1.18
9.440,0.12,-0.11,1.51,1.28
9.444,0.10,-0.09,1.51,1.27
9.448,0.08,-0.07,1.51,1.08
9.452,0.06,-0.05,1.51,0.85
9.456,0.05,-0.04,1.51,0.82
9.460,0.03,-0.02,1.51,0.81
9.464,0.01,0.00,1.51,0.78
9.468,0.00,0.00,1.51,0.80
9.472,0.00,0.01,1.51,0.73
9.476,-0.01,0.02,1.51,0.63
9.480,-0.02,0.03,1.51,0.48
9.484,-0.03,0.04,1.51,0.50
9.488,-0.04,0.05,1.51,0.53
9.492,-0.05,0.06,1.51,0.48
9.496,-0.06,0.07,1.51,0.65
9.500,-0.08,0.09,1.51,0.76
9.504,-0.09,0.10,1.51,0.68
9.508,-0.10,0.11,1.51,0.63
9.512,-0.11,0.12,1.51,0.52
9.516,-0.12,0.13,1.52,0.52
9.520,-0.13,0.14,1.52,0.53
9.524,-0.15,0.16,1.52,0.57
9.528,-0.15,0.16,1.52,0.55
9.532,-0.16,0.17,1.52,0.37
9.536,-0.17,0.18,1.52,0.33
9.540,-0.17,0.18,1.52,0.33
9.544,-0.18,0.19,1.52,0.22
9.548,-0.19,0.20,1.52,0.27
9.552,-0.19,0.20,1.52,0.21
9.556,-0.19,0.20,1.52,0.07
9.560,-0.19,0.20,1.52,0.12
9.564,-0.19,0.20,1.52,0.11
9.568,-0.20,0.21,1.53,0.11
9.572,-0.19,0.20,1.53,0.03
9.576,-0.20,0.21,1.53,0.14
9.580,-0.20,0.21,1.53,0.05
9.584,-0.19,0.20,1.53,-0.17
9.588,-0.19,0.20,1.53,-0.20
9.592,-0.18,0.19,1.53,-0.30
9.596,-0.17,0.18,1.53,-0.40
9.600,-0.16,0.17,1.53,-0.44
9.604,-0.15,0.16,1.53,-0.62
9.608,-0.14,0.15,1.53,-0.60
9.612,-0.12,0.13,1.53,-0.58
9.616,-0.11,0.12,1.53,-0.80
9.620,-0.09,0.10,1.53,-0.79
9.624,-0.07,0.08,1.53,-0.82
9.628,-0.06,0.07,1.53,-0.80
9.632,-0.03,0.04,1.54,-0.92
9.636,-0.02,0.03,1.54,-1.00
9.640,0.00,0.01,1.54,-0.93
9.644,0.01,0.00,1.54,-1.06
9.648,0.03,-0.02,1.54,-1.09
9.652,0.05,-0.04,1.53,-1.00
9.656,0.07,-0.06,1.53,-1.02
9.660,0.08,-0.07,1.53,-0.77
9.664,0.09,-0.08,1.53,-0.51
9.668,0.11,-0.10,1.53,-0.72
9.672,0.12,-0.11,1.53,-0.77
9.676,0.14,-0.13,1.53,-0.79
9.680,0.16,-0.15,1.53,-0.84
9.684,0.17,-0.16,1.53,-0.80
9.688,0.17,-0.16,1.53,-0.40
9.692,0.18,-0.17,1.53,-0.18
9.696,0.19,-0.18,1.53,-0.46
9.700,0.19,-0.18,1.53,-0.35
9.704,0.20,-0.19,1.53,-0.26
9.708,0.21,-0.20,1.53,-0.44
9.712,0.23,-0.22,1.53,-0.60
9.716,0.24,-0.23,1.52,-0.71
9.720,0.24,-0.23,1.52,-0.42
9.724,0.25,-0.24,1.52,-0.26
9.728,0.27,-0.26,1.52,-0.57
9.732,0.27,-0.26,1.52,-0.39
9.736,0.28,-0.27,1.52,-0.22
9.740,0.28,-0.27,1.52,-0.32
9.744,0.29,-0.28,1.52,-0.28
9.748,0.29,-0.28,1.52,-0.22
9.752,0.29,-0.28,1.51,-0.15
9.756,0.29,-0.28,1.51,-0.09
9.760,0.30,-0.29,1.51,-0.11
9.764,0.30,-0.29,1.51,0.00
9.768,0.29,-0.28,1.51,0.13
9.772,0.29,-0.28,1.51,0.17
9.776,0.28,-0.27,1.51,0.30
9.780,0.27,-0.26,1.51,0.32
9.784,0.27,-0.26,1.51,0.35
9.788,0.27,-0.26,1.50,0.12
9.792,0.26,-0.25,1.50,0.09
9.796,0.26,-0.25,1.50,0.27
9.800,0.25,-0.24,1.50,0.32
9.804,0.24,-0.23,1.50,0.39
9.808,0.23,-0.22,1.50,0.45
9.812,0.22,-0.21,1.50,0.46
9.816,0.21,-0.20,1.50,0.50
9.820,0.20,-0.19,1.50,0.50
9.824,0.19,-0.18,1.50,0.52
9.828,0.18,-0.17,1.49,0.60
9.832,0.17,-0.16,1.49,0.62
9.836,0.15,-0.14,1.49,0.65
9.840,0.14,-0.13,1.49,0.55
9.844,0.13,-0.12,1.49,0.53
9.848,0.12,-0.11,1.49,0.56
9.852,0.11,-0.10,1.49,0.52
9.856,0.10,-0.09,1.49,0.48
9.860,0.09,-0.08,1.49,0.46
9.864,0.08,-0.07,1.49,0.47
9.868,0.08,-0.07,1.49,0.38
9.872,0.07,-0.06,1.49,0.24
9.876,0.07,-0.06,1.49,0.28
9.880,0.06,-0.05,1.49,0.29
9.884,0.05,-0.04,1.49,0.27
9.888,0.05,-0.04,1.49,0.35
9.892,0.04,-0.03,1.49,0.45
9.896,0.03,-0.02,1.49,0.38
9.900,0.03,-0.02,1.49,0.22
9.904,0.02,-0.01,1.49,0.19
9.908,0.02,-0.01,1.49,0.11
9.912,0.02,-0.01,1.49,0.05
9.916,0.02,-0.01,1.49,0.08
9.920,0.02,-0.01,1.49,0.00
9.924,0.02,-0.01,1.49,-0.06
9.928,0.02,-0.01,1.49,-0.05
9.932,0.03,-0.02,1.49,-0.07
9.936,0.03,-0.02,1.49,-0.05
9.940,0.03,-0.02,1.49,-0.13
9.944,0.03,-0.02,1.49,-0.01
9.948,0.03,-0.02,1.49,0.01
9.952,0.03,-0.02,1.49,-0.12
9.956,0.04,-0.03,1.49,-0.14
9.960,0.04,-0.03,1.49,-0.25
9.964,0.05,-0.04,1.49,-0.19
9.968,0.05,-0.04,1.49,-0.04
9.972,0.05,-0.04,1.49,-0.01
9.976,0.04,-0.03,1.49,0.21
9.980,0.03,-0.02,1.49,0.29
9.984,0.03,-0.02,1.48,0.07
9.988,0.04,-0.03,1.48,-0.02
9.992,0.04,-0.03,1.48,-0.08
9.996,0.04,-0.03,1.48,-0.04
10.000,0.04,-0.03,1.48,-0.13
10.004,0.04,-0.03,1.48,-0.01
10.008,0.04,-0.03,1.48,0.13
10.012,0.04,-0.03,1.48,-0.11
10.016,0.05,-0.04,1.48,-0.15
10.020,0.05,-0.04,1.48,-0.27
10.024,0.06,-0.05,1.48,-0.48
10.028,0.07,-0.06,1.48,-0.38
10.032,0.08,-0.07,1.48,-0.40
10.036,0.08,-0.07,1.48,-0.26
10.040,0.09,-0.08,1.48,-0.16
10.044,0.10,-0.09,1.48,-0.56
10.048,0.11,-0.10,1.48,-0.61
10.052,0.13,-0.12,1.48,-0.64
10.056,0.15,-0.14,1.48,-0.97
10.060,0.18,-0.17,1.48,-1.21
10.064,0.20,-0.19,1.48,-1.17
10.068,0.22,-0.21,1.48,-1.02
10.072,0.25,-0.24,1.48,-1.13
10.076,0.27,-0.26,1.47,-1.20
10.080,0.29,-0.28,1.47,-1.01
10.084,0.31,-0.30,1.47,-0.96
10.088,0.33,-0.32,1.47,-1.07
10.092,0.35,-0.34,1.47,-1.08
10.096,0.38,-0.37,1.47,-1.17
10.100,0.40,-0.39,1.47,-1.13
10.104,0.43,-0.42,1.46,-1.20
10.108,0.44,-0.43,1.46,-1.05
10.112,0.46,-0.45,1.46,-0.86
10.116,0.47,-0.46,1.46,-0.74
10.120,0.48,-0.47,1.46,-0.55
10.124,0.50,-0.49,1.46,-0.59
10.128,0.51,-0.50,1.45,-0.58
10.132,0.52,-0.51,1.45,-0.56
10.136,0.54,-0.53,1.45,-0.75
10.140,0.55,-0.54,1.45,-0.71
10.144,0.56,-0.55,1.44,-0.50
10.148,0.56,-0.55,1.44,-0.28
10.152,0.56,-0.55,1.44,0.03
10.156,0.56,-0.55,1.44,0.09
10.160,0.55,-0.54,1.44,0.12
10.164,0.55,-0.54,1.43,0.10
10.168,0.55,-0.54,1.43,0.12
10.172,0.54,-0.53,1.43,0.17
10.176,0.54,-0.53,1.43,0.24
10.180,0.53,-0.52,1.42,0.49
10.184,0.51,-0.50,1.42,0.64
10.188,0.50,-0.49,1.42,0.63
10.192,0.49,-0.48,1.42,0.53
10.196,0.49,-0.48,1.42,0.34
10.200,0.48,-0.47,1.41,0.27
10.204,0.47,-0.46,1.41,0.37
10.208,0.46,-0.45,1.41,0.46
10.212,0.45,-0.44,1.41,0.56
10.216,0.44,-0.43,1.41,0.56
10.220,0.43,-0.42,1.41,0.52
10.224,0.42,-0.41,1.40,0.36
10.228,0.42,-0.41,1.40,0.17
10.232,0.42,-0.41,1.40,0.17
10.236,0.41,-0.40,1.40,0.15
10.240,0.41,-0.40,1.40,0.09
10.244,0.41,-0.40,1.40,0.04
10.248,0.42,-0.41,1.39,-0.07
10.252,0.42,-0.41,1.39,-0.07
10.256,0.42,-0.41,1.39,-0.05
10.260,0.42,-0.41,1.39,-0.10
10.264,0.42,-0.41,1.39,-0.12
10.268,0.43,-0.42,1.39,-0.08
10.272,0.43,-0.42,1.38,-0.11
10.276,0.43,-0.42,1.38,-0.15
10.280,0.43,-0.42,1.38,-0.13
10.284,0.44,-0.43,1.38,-0.12
10.288,0.44,-0.43,1.38,-0.07
10.292,0.44,-0.43,1.37,0.00
10.296,0.43,-0.42,1.37,0.08
10.300,0.43,-0.42,1.37,0.15
10.304,0.43,-0.42,1.37,0.16
10.308,0.42,-0.41,1.37,0.16
10.312,0.42,-0.41,1.37,0.28
10.316,0.41,-0.40,1.36,0.34
10.320,0.40,-0.39,1.36,0.46
10.324,0.39,-0.38,1.36,0.62
10.328,0.37,-0.36,1.36,0.73
10.332,0.36,-0.35,1.36,0.66
10.336,0.35,-0.34,1.36,0.46
10.340,0.34,-0.33,1.36,0.40
10.344,0.33,-0.32,1.35,0.39
10.348,0.33,-0.32,1.35,0.36
10.352,0.32,-0.31,1.35,0.39
10.356,0.31,-0.30,1.35,0.46
10.360,0.30,-0.29,1.35,0.49
10.364,0.29,-0.28,1.35,0.50
10.368,0.28,-0.27,1.35,0.47
10.372,0.27,-0.26,1.35,0.45
10.376,0.26,-0.25,1.34,0.48
10.380,0.25,-0.24,1.34,0.55
10.384,0.24,-0.23,1.34,0.57
10.388,0.23,-0.22,1.34,0.55
10.392,0.22,-0.21,1.34,0.55
10.396,0.20,-0.19,1.34,0.57
10.400,0.19,-0.18,1.34,0.60
10.404,0.17,-0.16,1.34,0.75
10.408,0.16,-0.15,1.34,0.85
10.412,0.14,-0.13,1.34,0.88
10.416,0.12,-0.11,1.34,0.95
10.420,0.10,-0.09,1.34,0.95
10.424,0.08,-0.07,1.34,0.98
10.428,0.06,-0.05,1.34,1.03
10.432,0.04,-0.03,1.34,1.05
10.436,0.01,0.00,1.34,1.12
10.440,0.00,0.00,1.34,1.26
10.444,-0.02,0.03,1.34,1.41
10.448,-0.05,0.06,1.34,1.54
10.452,-0.09,0.10,1.34,1.59
10.456,-0.12,0.13,1.34,1.54
10.460,-0.14,0.15,1.34,1.40
10.464,-0.17,0.18,1.34,1.28
10.468,-0.20,0.21,1.34,1.44
10.472,-0.23,0.24,1.34,1.63
10.476,-0.27,0.28,1.34,1.73
10.480,-0.30,0.31,1.34,1.75
10.484,-0.33,0.34,1.34,1.57
10.488,-0.36,0.37,1.35,1.32
10.492,-0.38,0.39,1.35,1.16
10.496,-0.40,0.41,1.35,1.15
10.500,-0.43,0.44,1.35,1.13
10.504,-0.45,0.46,1.35,1.11
10.508,-0.47,0.48,1.35,1.08
10.512,-0.49,0.50,1.36,1.01
10.516,-0.50,0.51,1.36,0.84
10.520,-0.52,0.53,1.36,0.67
10.524,-0.53,0.54,1.36,0.63
10.528,-0.54,0.55,1.36,0.54
10.532,-0.54,0.55,1.37,0.42
10.536,-0.55,0.56,1.37,0.29
10.540,-0.55,0.56,1.37,0.27
10.544,-0.55,0.56,1.37,0.08
10.548,-0.55,0.56,1.38,-0.05
10.552,-0.55,0.56,1.38,0.00
10.556,-0.55,0.56,1.38,0.01
10.560,-0.55,0.56,1.38,0.06
10.564,-0.55,0.56,1.39,0.03
10.568,-0.55,0.56,1.39,-0.13
10.572,-0.54,0.55,1.39,-0.38
10.576,-0.52,0.53,1.39,-0.61
10.580,-0.51,0.52,1.39,-0.66
10.584,-0.49,0.50,1.40,-0.76
10.588,-0.48,0.49,1.40,-0.86
10.592,-0.46,0.47,1.40,-0.82
10.596,-0.44,0.45,1.40,-0.93
10.600,-0.42,0.43,1.40,-0.97
10.604,-0.40,0.41,1.40,-0.98
10.608,-0.38,0.39,1.41,-1.07
10.612,-0.36,0.37,1.41,-1.00
10.616,-0.34,0.35,1.41,-1.01
10.620,-0.31,0.32,1.41,-1.11
10.624,-0.29,0.30,1.41,-1.12
10.628,-0.27,0.28,1.41,-1.12
10.632,-0.25,0.26,1.41,-1.08
10.636,-0.23,0.24,1.42,-0.95
10.640,-0.21,0.22,1.42,-0.84
10.644,-0.20,0.21,1.42,-0.80
10.648,-0.18,0.19,1.42,-0.85
10.652,-0.16,0.17,1.42,-1.01
10.656,-0.13,0.14,1.42,-1.21
10.660,-0.11,0.12,1.42,-1.24
10.664,-0.08,0.09,1.42,-1.22
10.668,-0.06,0.07,1.42,-1.17
10.672,-0.03,0.04,1.42,-1.18
10.676,-0.01,0.02,1.42,-1.23
10.680,0.00,0.00,1.42,-1.17
10.684,0.02,-0.01,1.42,-1.14
10.688,0.04,-0.03,1.42,-1.13
10.692,0.06,-0.05,1.42,-1.07
10.696,0.08,-0.07,1.42,-0.96
10.700,0.10,-0.09,1.42,-1.01
10.704,0.12,-0.11,1.42,-1.06
10.708,0.15,-0.14,1.42,-1.04
10.712,0.17,-0.16,1.42,-1.09
10.716,0.19,-0.18,1.42,-1.02
10.720,0.20,-0.19,1.42,-0.82
10.724,0.21,-0.20,1.41,-0.69
10.728,0.22,-0.21,1.41,-0.57
10.732,0.24,-0.23,1.41,-0.51
10.736,0.25,-0.24,1.41,-0.54
10.740,0.25,-0.24,1.41,-0.43
10.744,0.26,-0.25,1.41,-0.38
10.748,0.27,-0.26,1.41,-0.30
10.752,0.27,-0.26,1.41,-0.11
10.756,0.27,-0.26,1.41,0.00
10.760,0.27,-0.26,1.41,0.00
10.764,0.27,-0.26,1.40,-0.04
10.768,0.27,-0.26,1.40,-0.08
10.772,0.27,-0.26,1.40,0.02
10.776,0.27,-0.26,1.40,0.15
10.780,0.26,-0.25,1.40,0.19
10.784,0.25,-0.24,1.40,0.36
10.788,0.24,-0.23,1.40,0.51
10.792,0.23,-0.22,1.40,0.56
10.796,0.22,-0.21,1.40,0.53
10.800,0.20,-0.19,1.40,0.59
10.804,0.19,-0.18,1.39,0.66
10.808,0.17,-0.16,1.39,0.78
10.812,0.15,-0.14,1.39,0.93
10.816,0.14,-0.13,1.39,0.94
10.820,0.11,-0.10,1.39,1.02
10.824,0.09,-0.08,1.39,1.09
10.828,0.07,-0.06,1.39,1.08
10.832,0.05,-0.04,1.39,1.11
10.836,0.03,-0.02,1.39,1.10
10.840,0.00,0.00,1.39,1.07
10.844,0.00,0.01,1.39,1.06
10.848,-0.02,0.03,1.39,1.01
10.852,-0.03,0.04,1.39,0.93
10.856,-0.05,0.06,1.39,0.95
10.860,-0.08,0.09,1.39,1.02
10.864,-0.10,0.11,1.39,1.03
10.868,-0.12,0.13,1.39,1.01
10.872,-0.13,0.14,1.39,0.95
10.876,-0.15,0.16,1.39,0.87
10.880,-0.17,0.18,1.40,0.83
10.884,-0.18,0.19,1.40,0.74
10.888,-0.19,0.20,1.40,0.66
10.892,-0.21,0.22,1.40,0.60
10.896,-0.22,0.23,1.40,0.52
10.900,-0.22,0.23,1.40,0.46
10.904,-0.23,0.24,1.40,0.36
10.908,-0.23,0.24,1.40,0.27
10.912,-0.24,0.25,1.40,0.12
10.916,-0.24,0.25,1.40,0.05
10.920,-0.24,0.25,1.40,0.02
10.924,-0.23,0.24,1.41,-0.07
10.928,-0.23,0.24,1.41,-0.15
10.932,-0.22,0.23,1.41,-0.23
10.936,-0.22,0.23,1.41,-0.34
10.940,-0.21,0.22,1.41,-0.43
10.944,-0.19,0.20,1.41,-0.57
10.948,-0.18,0.19,1.41,-0.67
10.952,-0.16,0.17,1.41,-0.72
10.956,-0.15,0.16,1.41,-0.82
10.960,-0.13,0.14,1.41,-0.87
10.964,-0.10,0.11,1.41,-1.00
10.968,-0.08,0.09,1.41,-1.06
10.972,-0.06,0.07,1.41,-1.13
10.976,-0.04,0.05,1.41,-1.18
10.980,-0.01,0.02,1.41,-1.14
10.984,0.00,0.00,1.41,-1.09
10.988,0.01,0.00,1.41,-1.00
10.992,0.02,-0.01,1.41,-0.91
10.996,0.05,-0.04,1.41,-0.93
11.000,0.07,-0.06,1.41,-1.03
11.004,0.09,-0.08,1.41,-1.14
11.008,0.12,-0.11,1.41,-1.20
11.012,0.13,-0.12,1.41,-1.02
11.016,0.15,-0.14,1.41,-0.91
11.020,0.17,-0.16,1.41,-0.83
11.024,0.19,-0.18,1.41,-0.87
11.028,0.21,-0.20,1.41,-1.12
11.032,0.24,-0.23,1.41,-1.31
11.036,0.27,-0.26,1.41,-1.38
11.040,0.29,-0.28,1.41,-1.33
11.044,0.32,-0.31,1.40,-1.22
11.048,0.35,-0.34,1.40,-1.26
11.052,0.37,-0.36,1.40,-1.23
11.056,0.39,-0.38,1.40,-1.14
11.060,0.42,-0.41,1.40,-1.18
11.064,0.44,-0.43,1.40,-1.27
11.068,0.47,-0.46,1.39,-1.34
11.072,0.50,-0.49,1.39,-1.30
11.076,0.52,-0.51,1.39,-1.35
11.080,0.55,-0.54,1.39,-1.31
11.084,0.57,-0.56,1.39,-1.20
11.088,0.60,-0.59,1.38,-1.19
11.092,0.62,-0.61,1.38,-1.12
11.096,0.64,-0.63,1.38,-1.02
11.100,0.66,-0.65,1.38,-1.00
11.104,0.68,-0.67,1.37,-0.94
11.108,0.69,-0.68,1.37,-0.84
11.112,0.71,-0.70,1.37,-0.72
11.116,0.72,-0.71,1.36,-0.64
11.120,0.73,-0.72,1.36,-0.53
11.124,0.73,-0.72,1.36,-0.29
11.128,0.74,-0.73,1.36,-0.21
11.132,0.74,-0.73,1.35,-0.08
11.136,0.74,-0.73,1.35,0.00
11.140,0.73,-0.72,1.35,0.03
11.144,0.73,-0.72,1.34,0.20
11.148,0.73,-0.72,1.34,0.21
11.152,0.72,-0.71,1.34,0.22
11.156,0.71,-0.70,1.34,0.42
11.160,0.70,-0.69,1.33,0.55
11.164,0.68,-0.67,1.33,0.63
11.168,0.67,-0.66,1.33,0.66
11.172,0.65,-0.64,1.32,0.77
11.176,0.64,-0.63,1.32,0.79
11.180,0.62,-0.61,1.32,0.70
11.184,0.61,-0.60,1.32,0.81
11.188,0.59,-0.58,1.31,0.82
11.192,0.57,-0.56,1.31,0.82
11.196,0.55,-0.54,1.31,0.90
11.200,0.54,-0.53,1.31,0.79
11.204,0.52,-0.51,1.31,0.82
11.208,0.50,-0.49,1.30,0.89
11.212,0.49,-0.48,1.30,0.84
11.216,0.46,-0.45,1.30,1.04
11.220,0.44,-0.43,1.30,1.14
11.224,0.41,-0.40,1.30,1.22
11.228,0.39,-0.38,1.29,1.30
11.232,0.36,-0.35,1.29,1.39
11.236,0.33,-0.32,1.29,1.52
11.240,0.30,-0.29,1.29,1.44
11.244,0.27,-0.26,1.29,1.42
11.248,0.25,-0.24,1.29,1.38
11.252,0.23,-0.22,1.29,1.03
11.256,0.21,-0.20,1.29,0.81
